,GMT_Date,GMT_Time,LMT_Date,LMT_Time,Lat,Lon,Z,CollarID,GMT,LMT,Y,X,00:00:00,,,,kaelus,,keskmine,mediaan,maksimum
28524,10.02.2017,22:18:17,11.02.2017,00:18:17,58.9802507,25.5788221,92.41,39790,2017-02-10 22:18:17,2017-02-11 00:18:17,590782.0554,6538984.231,,,,,90,Maru,53.9,15.1,10691.1
28534,10.02.2017,22:30:10,11.02.2017,00:30:10,58.9802057,25.5788078,91.92,39790,2017-02-10 22:30:10,2017-02-11 00:30:10,590781.3513,6538979.201,00:11:53,5.079505957,5.079505957,,,,,,
28542,10.02.2017,23:00:26,11.02.2017,01:00:26,58.9802027,25.5788323,99.13,39790,2017-02-10 23:00:26,2017-02-11 01:00:26,590782.7677,6538978.9,00:30:16,1.447966297,1.447966297,,,,,,
28550,10.02.2017,23:30:10,11.02.2017,01:30:10,58.9799141,25.5798825,97.46,39790,2017-02-10 23:30:10,2017-02-11 01:30:10,590843.9,6538948.184,00:29:44,68.41524065,68.41524065,,,,,,
28559,11.02.2017,00:00:03,11.02.2017,02:00:03,58.9799677,25.5798341,96.2,39790,2017-02-11 00:00:03,2017-02-11 02:00:03,590840.9769,6538954.087,00:29:53,6.587323647,6.587323647,,,,,,
28569,11.02.2017,00:30:03,11.02.2017,02:30:03,58.9804668,25.5800219,95.43,39790,2017-02-11 00:30:03,2017-02-11 02:30:03,590850.4641,6539009.92,00:30:00,56.63341859,56.63341859,,,,,,
28577,11.02.2017,01:00:11,11.02.2017,03:00:11,58.9805056,25.5799967,90.51,39790,2017-02-11 01:00:11,2017-02-11 03:00:11,590848.9135,6539014.207,00:30:08,4.558363891,4.558363891,,,,,,
28592,11.02.2017,01:30:03,11.02.2017,03:30:03,58.9805287,25.5799967,94.79,39790,2017-02-11 01:30:03,2017-02-11 03:30:03,590848.8529,6539016.779,00:29:52,2.573083877,2.573083877,,,,,,
28599,11.02.2017,02:00:30,11.02.2017,04:00:30,58.9804735,25.5799905,94.99,39790,2017-02-11 02:00:30,2017-02-11 04:00:30,590848.6413,6539010.624,00:30:27,6.158995917,6.158995917,,,,,,
28605,11.02.2017,02:30:18,11.02.2017,04:30:18,58.9804781,25.5799905,95.85,39790,2017-02-11 02:30:18,2017-02-11 04:30:18,590848.6293,6539011.136,00:29:48,0.512388994,0.512388994,,,,,,
28615,11.02.2017,03:00:11,11.02.2017,05:00:11,58.9804081,25.5803111,93.54,39790,2017-02-11 03:00:11,2017-02-11 05:00:11,590867.2439,6539003.775,00:29:53,20.01711422,20.01711422,,,,,,
28628,11.02.2017,03:30:11,11.02.2017,05:30:11,58.980365,25.5803451,104.59,39790,2017-02-11 03:30:11,2017-02-11 05:30:11,590869.3116,6538999.022,00:30:00,5.183720512,5.183720512,,,,,,
28636,11.02.2017,04:00:19,11.02.2017,06:00:19,58.9803545,25.5803144,105.3,39790,2017-02-11 04:00:19,2017-02-11 06:00:19,590867.5742,6538997.811,00:30:08,2.11768135,2.11768135,,,,,,
28640,11.02.2017,04:30:15,11.02.2017,06:30:15,58.9803558,25.5803751,95.88,39790,2017-02-11 04:30:15,2017-02-11 06:30:15,590871.0604,6538998.038,00:29:56,3.493555822,3.493555822,,,,,,
28648,11.02.2017,05:00:04,11.02.2017,07:00:04,58.9813512,25.5819894,106.21,39790,2017-02-11 05:00:04,2017-02-11 07:00:04,590961.2502,6539111.072,00:29:49,144.6057605,144.6057605,,,,,,
28659,11.02.2017,05:30:10,11.02.2017,07:30:10,58.981953,25.5834795,95.07,39790,2017-02-11 05:30:10,2017-02-11 07:30:10,591045.3298,6539180.109,00:30:06,108.7908862,108.7908862,,,,,,
28667,11.02.2017,06:00:11,11.02.2017,08:00:11,58.981984,25.5835886,102.33,39790,2017-02-11 06:00:11,2017-02-11 08:00:11,591051.52,6539183.709,00:30:01,7.161036829,7.161036829,,,,,,
28676,11.02.2017,06:30:10,11.02.2017,08:30:10,58.9814619,25.5873676,99.96,39790,2017-02-11 06:30:10,2017-02-11 08:30:10,591270.1366,6539130.705,00:29:59,224.9503309,224.9503309,,,,,,
28685,11.02.2017,07:00:10,11.02.2017,09:00:10,58.9809907,25.5870548,103.52,39790,2017-02-11 07:00:10,2017-02-11 09:00:10,591253.3964,6539077.807,00:30:00,55.48301691,55.48301691,,,,,,
28696,11.02.2017,07:30:10,11.02.2017,09:30:10,58.9808211,25.5869441,111.38,39790,2017-02-11 07:30:10,2017-02-11 09:30:10,591247.4794,6539058.77,00:30:00,19.9352265,19.9352265,,,,,,
28710,11.02.2017,08:00:30,11.02.2017,10:00:30,58.980909,25.5870343,106.66,39790,2017-02-11 08:00:30,2017-02-11 10:00:30,591252.4332,6539068.682,00:30:20,11.08011904,11.08011904,,,,,,
28713,11.02.2017,08:30:19,11.02.2017,10:30:19,58.980559,25.5886457,102.1,39790,2017-02-11 08:30:19,2017-02-11 10:30:19,591345.9925,6539031.9,00:29:49,100.5299184,100.5299184,,,,,,
28721,11.02.2017,09:00:11,11.02.2017,11:00:11,58.9805315,25.5886695,100.44,39790,2017-02-11 09:00:11,2017-02-11 11:00:11,591347.4333,6539028.87,00:29:52,3.355035271,3.355035271,,,,,,
28737,11.02.2017,09:30:11,11.02.2017,11:30:11,58.9791251,25.5887331,103.63,39790,2017-02-11 09:30:11,2017-02-11 11:30:11,591354.7997,6538872.343,00:30:00,156.7000265,156.7000265,,,,,,
28745,11.02.2017,10:00:30,11.02.2017,12:00:30,58.9790308,25.5887433,101.78,39790,2017-02-11 10:00:30,2017-02-11 12:00:30,591355.6349,6538861.856,00:30:19,10.52033587,10.52033587,,,,,,
28749,11.02.2017,10:30:19,11.02.2017,12:30:19,58.9790434,25.5887126,106.77,39790,2017-02-11 10:30:19,2017-02-11 12:30:19,591353.8366,6538863.217,00:29:49,2.255371005,2.255371005,,,,,,
28761,11.02.2017,11:00:11,11.02.2017,13:00:11,58.9792793,25.5889229,101.47,39790,2017-02-11 11:00:11,2017-02-11 13:00:11,591365.3046,6538889.773,00:29:52,28.92610578,28.92610578,,,,,,
28773,11.02.2017,11:30:19,11.02.2017,13:30:19,58.9786326,25.5885288,100.45,39790,2017-02-11 11:30:19,2017-02-11 13:30:19,591344.3533,6538817.221,00:30:08,75.51627481,75.51627481,,,,,,
28779,11.02.2017,12:00:54,11.02.2017,14:00:54,58.9786146,25.588258,106.32,39790,2017-02-11 12:00:54,2017-02-11 14:00:54,591328.8321,6538814.848,00:30:35,15.7016713,15.7016713,,,,,,
28787,11.02.2017,12:30:19,11.02.2017,14:30:19,58.9785458,25.5882757,107.43,39790,2017-02-11 12:30:19,2017-02-11 14:30:19,591330.0311,6538807.211,00:29:25,7.730857191,7.730857191,,,,,,
28800,11.02.2017,13:00:14,11.02.2017,15:00:14,58.9784821,25.5881924,110.53,39790,2017-02-11 13:00:14,2017-02-11 15:00:14,591325.41,6538800.004,00:29:55,8.561181674,8.561181674,,,,,,
28801,11.02.2017,13:30:21,11.02.2017,15:30:21,58.9786333,25.5883766,122.57,39790,2017-02-11 13:30:21,2017-02-11 15:30:21,591335.6013,6538817.092,00:30:07,19.89632716,19.89632716,,,,,,
28814,11.02.2017,14:00:08,11.02.2017,16:00:08,58.9786367,25.5883159,132.85,39790,2017-02-11 14:00:08,2017-02-11 16:00:08,591332.1025,6538817.388,00:29:47,3.511211266,3.511211266,,,,,,
28825,11.02.2017,14:30:30,11.02.2017,16:30:30,58.978576,25.5882185,94.91,39790,2017-02-11 14:30:30,2017-02-11 16:30:30,591326.6629,6538810.496,00:30:22,8.780059908,8.780059908,,,,,,
28833,11.02.2017,15:00:22,11.02.2017,17:00:22,58.9785226,25.5883705,112.49,39790,2017-02-11 15:00:22,2017-02-11 17:00:22,591335.5425,6538804.756,00:29:52,10.57305632,10.57305632,,,,,,
28845,11.02.2017,15:30:23,11.02.2017,17:30:23,58.978525,25.5882682,105.32,39790,2017-02-11 15:30:23,2017-02-11 17:30:23,591329.6548,6538804.884,00:30:01,5.889143408,5.889143408,,,,,,
28850,11.02.2017,16:00:48,11.02.2017,18:00:48,58.9786031,25.5882355,109.43,39790,2017-02-11 16:00:48,2017-02-11 18:00:48,591327.5688,6538813.537,00:30:25,8.900398607,8.900398607,,,,,,
28861,11.02.2017,16:30:13,11.02.2017,18:30:13,58.9788287,25.5881655,100.15,39790,2017-02-11 16:30:13,2017-02-11 18:30:13,591322.9495,6538838.564,00:29:25,25.44971642,25.44971642,,,,,,
28868,11.02.2017,17:00:29,11.02.2017,19:00:29,58.9784476,25.5883336,111.68,39790,2017-02-11 17:00:29,2017-02-11 19:00:29,591333.6189,6538796.354,00:30:16,43.53710763,43.53710763,,,,,,
28877,11.02.2017,17:30:12,11.02.2017,19:30:12,58.9784332,25.5895599,92.8,39790,2017-02-11 17:30:12,2017-02-11 19:30:12,591404.1594,6538796.421,00:29:43,70.54051916,70.54051916,,,,,,
28890,11.02.2017,18:00:12,11.02.2017,20:00:12,58.9784595,25.589654,102.71,39790,2017-02-11 18:00:12,2017-02-11 20:00:12,591409.4999,6538799.478,00:30:00,6.15358943,6.15358943,,,,,,
28899,11.02.2017,18:30:15,11.02.2017,20:30:15,58.9783883,25.5895005,102.82,39790,2017-02-11 18:30:15,2017-02-11 20:30:15,591400.8628,6538791.34,00:30:03,11.86692409,11.86692409,,,,,,
28902,11.02.2017,19:00:48,11.02.2017,21:00:48,58.9785026,25.5896049,95.16,39790,2017-02-11 19:00:48,2017-02-11 21:00:48,591406.5633,6538804.21,00:30:33,14.0763493,14.0763493,,,,,,
28909,11.02.2017,19:30:10,11.02.2017,21:30:10,58.978446,25.5896778,103.62,39790,2017-02-11 19:30:10,2017-02-11 21:30:10,591410.9039,6538798.007,00:29:22,7.57125024,7.57125024,,,,,,
28920,11.02.2017,20:00:11,11.02.2017,22:00:11,58.9787281,25.5896297,95.22,39790,2017-02-11 20:00:11,2017-02-11 22:00:11,591407.3939,6538829.355,00:30:01,31.54431254,31.54431254,,,,,,
28934,11.02.2017,20:30:12,11.02.2017,22:30:12,58.9781881,25.593908,103.39,39790,2017-02-11 20:30:12,2017-02-11 22:30:12,591654.789,6538775.06,00:30:01,253.2830112,253.2830112,,,,,,
28942,11.02.2017,21:00:30,11.02.2017,23:00:30,58.9786996,25.6037697,97.13,39790,2017-02-11 21:00:30,2017-02-11 23:00:30,592220.3983,6538845.536,00:30:18,569.9831294,569.9831294,,,,,,
28945,11.02.2017,21:30:19,11.02.2017,23:30:19,58.9767511,25.60639,95.8,39790,2017-02-11 21:30:19,2017-02-11 23:30:19,592376.24,6538632.163,00:29:49,264.2250459,264.2250459,,,,,,
28955,11.02.2017,22:00:04,12.02.2017,00:00:04,58.9766307,25.6061212,95.7,39790,2017-02-11 22:00:04,2017-02-12 00:00:04,592361.1066,6538618.385,00:29:45,20.46559702,20.46559702,,,,,,
28963,11.02.2017,22:30:13,12.02.2017,00:30:13,58.9682938,25.6108465,95.35,39790,2017-02-11 22:30:13,2017-02-12 00:30:13,592655.0849,6537696.533,00:30:09,967.592608,967.592608,,,,,,
28980,11.02.2017,23:00:19,12.02.2017,01:00:19,58.9667293,25.6172262,97.51,39790,2017-02-11 23:00:19,2017-02-12 01:00:19,593026.1723,6537531.146,00:30:06,406.2741031,406.2741031,,,,,,
28983,11.02.2017,23:30:19,12.02.2017,01:30:19,58.9671916,25.6207498,89.86,39790,2017-02-11 23:30:19,2017-02-12 01:30:19,593227.5735,6537587.518,00:30:00,209.1416515,209.1416515,,,,,,
28998,12.02.2017,00:00:11,12.02.2017,02:00:11,58.9676256,25.6217644,91.12,39790,2017-02-12 00:00:11,2017-02-12 02:00:11,593284.7545,6537637.257,00:29:52,75.78683845,75.78683845,,,,,,
29006,12.02.2017,00:30:30,12.02.2017,02:30:30,58.9676636,25.6217412,99.07,39790,2017-02-12 00:30:30,2017-02-12 02:30:30,593283.3179,6537641.456,00:30:19,4.438183501,4.438183501,,,,,,
29008,12.02.2017,01:00:18,12.02.2017,03:00:18,58.9676209,25.6217644,90.26,39790,2017-02-12 01:00:18,2017-02-12 03:00:18,593284.7671,6537636.733,00:29:48,4.939987821,4.939987821,,,,,,
29017,12.02.2017,01:30:04,12.02.2017,03:30:04,58.967638,25.6218283,105.46,39790,2017-02-12 01:30:04,2017-02-12 03:30:04,593288.3959,6537638.726,00:29:46,4.140101145,4.140101145,,,,,,
29033,12.02.2017,02:00:04,12.02.2017,04:00:04,58.9676116,25.6217989,111.9,39790,2017-02-12 02:00:04,2017-02-12 04:00:04,593286.7763,6537635.746,00:30:00,3.392323361,3.392323361,,,,,,
29041,12.02.2017,02:30:30,12.02.2017,04:30:30,58.9676259,25.6217732,98.1,39790,2017-02-12 02:30:30,2017-02-12 04:30:30,593285.2598,6537637.302,00:30:26,2.173228718,2.173228718,,,,,,
29046,12.02.2017,03:00:19,12.02.2017,05:00:19,58.9676232,25.6217569,92.44,39790,2017-02-12 03:00:19,2017-02-12 05:00:19,593284.3296,6537636.979,00:29:49,0.984726592,0.984726592,,,,,,
29059,12.02.2017,03:30:11,12.02.2017,05:30:11,58.9677612,25.6216854,107.71,39790,2017-02-12 03:30:11,2017-02-12 05:30:11,593279.8461,6537652.247,00:29:52,15.91239798,15.91239798,,,,,,
29063,12.02.2017,04:00:19,12.02.2017,06:00:19,58.9681058,25.6219139,86.94,39790,2017-02-12 04:00:19,2017-02-12 06:00:19,593292.0589,6537690.938,00:30:08,40.57277934,40.57277934,,,,,,
29071,12.02.2017,04:30:11,12.02.2017,06:30:11,58.968042,25.6219102,102.89,39790,2017-02-12 04:30:11,2017-02-12 06:30:11,593292.0179,6537683.828,00:29:52,7.109777242,7.109777242,,,,,,
29083,12.02.2017,05:00:11,12.02.2017,07:00:11,58.9680487,25.6218338,112.95,39790,2017-02-12 05:00:11,2017-02-12 07:00:11,593287.6062,6537684.468,00:30:00,4.45785813,4.45785813,,,,,,
29091,12.02.2017,05:30:12,12.02.2017,07:30:12,58.968101,25.6218299,96.6,39790,2017-02-12 05:30:12,2017-02-12 07:30:12,593287.2411,6537690.287,00:30:01,5.829940395,5.829940395,,,,,,
29101,12.02.2017,06:00:11,12.02.2017,08:00:11,58.9682015,25.6220981,88.7,39790,2017-02-12 06:00:11,2017-02-12 08:00:11,593302.3942,6537701.851,00:29:59,19.06173352,19.06173352,,,,,,
29114,12.02.2017,06:30:13,12.02.2017,08:30:13,58.9684624,25.6223268,106.22,39790,2017-02-12 06:30:13,2017-02-12 08:30:13,593314.8436,6537731.222,00:30:02,31.90042656,31.90042656,,,,,,
29122,12.02.2017,07:00:29,12.02.2017,09:00:29,58.9684407,25.6222478,93.67,39790,2017-02-12 07:00:29,2017-02-12 09:00:29,593310.3589,6537728.695,00:30:16,5.147291852,5.147291852,,,,,,
29132,12.02.2017,07:30:17,12.02.2017,09:30:17,58.96838,25.6223833,104.74,39790,2017-02-12 07:30:17,2017-02-12 09:30:17,593318.3147,6537722.125,00:29:48,10.31847966,10.31847966,,,,,,
29142,12.02.2017,08:00:30,12.02.2017,10:00:30,58.9684568,25.6223651,100.77,39790,2017-02-12 08:00:30,2017-02-12 10:00:30,593317.0612,6537730.651,00:30:13,8.618469682,8.618469682,,,,,,
29146,12.02.2017,08:30:48,12.02.2017,10:30:48,58.9684351,25.622241,98.72,39790,2017-02-12 08:30:48,2017-02-12 10:30:48,593309.9829,6537728.062,00:30:18,7.536932148,7.536932148,,,,,,
29152,12.02.2017,09:00:11,12.02.2017,11:00:11,58.9685085,25.6222234,98.47,39790,2017-02-12 09:00:11,2017-02-12 11:00:11,593308.7731,6537736.211,00:29:23,8.23836877,8.23836877,,,,,,
29164,12.02.2017,09:30:06,12.02.2017,11:30:06,58.968456,25.6222034,111.33,39790,2017-02-12 09:30:06,2017-02-12 11:30:06,593307.7643,6537730.337,00:29:55,5.959997982,5.959997982,,,,,,
29176,12.02.2017,10:00:13,12.02.2017,12:00:13,58.9684426,25.6223262,98.22,39790,2017-02-12 10:00:13,2017-02-12 12:00:13,593314.8624,6537729.016,00:30:07,7.220011255,7.220011255,,,,,,
29179,12.02.2017,10:30:19,12.02.2017,12:30:19,58.9684398,25.6221808,113.58,39790,2017-02-12 10:30:19,2017-02-12 12:30:19,593306.5083,6537728.502,00:30:06,8.369916562,8.369916562,,,,,,
29192,12.02.2017,11:00:11,12.02.2017,13:00:11,58.9682353,25.6217202,115.61,39790,2017-02-12 11:00:11,2017-02-12 13:00:11,593280.5708,6537705.089,00:29:52,34.94165022,34.94165022,,,,,,
29197,12.02.2017,11:30:29,12.02.2017,13:30:29,58.9682778,25.6216537,94.09,39790,2017-02-12 11:30:29,2017-02-12 13:30:29,593276.6321,6537709.729,00:30:18,6.086437264,6.086437264,,,,,,
29214,12.02.2017,12:00:11,12.02.2017,14:00:11,58.9681589,25.6217428,96.22,39790,2017-02-12 12:00:11,2017-02-12 14:00:11,593282.0762,6537696.613,00:29:42,14.20129836,14.20129836,,,,,,
29221,12.02.2017,12:30:30,12.02.2017,14:30:30,58.9682168,25.6217804,98.18,39790,2017-02-12 12:30:30,2017-02-12 14:30:30,593284.0826,6537703.113,00:30:19,6.802431938,6.802431938,,,,,,
29229,12.02.2017,13:00:18,12.02.2017,15:00:18,58.9676015,25.6221643,110.24,39790,2017-02-12 13:00:18,2017-02-12 15:00:18,593307.8174,6537635.129,00:29:48,72.00750285,72.00750285,,,,,,
29238,12.02.2017,13:30:11,12.02.2017,15:30:11,58.9657011,25.6228128,96.4,39790,2017-02-12 13:30:11,2017-02-12 15:30:11,593350.233,6537424.411,00:29:53,214.9450722,214.9450722,,,,,,
29245,12.02.2017,14:00:27,12.02.2017,16:00:27,58.9627015,25.6268587,93.22,39790,2017-02-12 14:00:27,2017-02-12 16:00:27,593591.0254,6537096.026,00:30:16,407.2071635,407.2071635,,,,,,
29258,12.02.2017,14:30:19,12.02.2017,16:30:19,58.9612106,25.629091,91.62,39790,2017-02-12 14:30:19,2017-02-12 16:30:19,593723.4543,6536933.123,00:29:52,209.9401472,209.9401472,,,,,,
29264,12.02.2017,15:00:30,12.02.2017,17:00:30,58.9606113,25.6296671,93.28,39790,2017-02-12 15:00:30,2017-02-12 17:00:30,593758.2132,6536867.192,00:30:11,74.53171006,74.53171006,,,,,,
29277,12.02.2017,15:30:20,12.02.2017,17:30:20,58.9600816,25.6286277,115.95,39790,2017-02-12 15:30:20,2017-02-12 17:30:20,593699.8585,6536806.755,00:29:50,84.01160896,84.01160896,,,,,,
29279,12.02.2017,16:00:19,12.02.2017,18:00:19,58.9590615,25.6272982,83.96,39790,2017-02-12 16:00:19,2017-02-12 18:00:19,593626.1397,6536691.305,00:29:59,136.9788795,136.9788795,,,,,,
29291,12.02.2017,16:30:11,12.02.2017,18:30:11,58.9590998,25.6271202,96.57,39790,2017-02-12 16:30:11,2017-02-12 18:30:11,593615.797,6536695.321,00:29:52,11.09515427,11.09515427,,,,,,
29296,12.02.2017,17:00:28,12.02.2017,19:00:28,58.9590528,25.6271672,90.39,39790,2017-02-12 17:00:28,2017-02-12 19:00:28,593618.6276,6536690.153,00:30:17,5.8925046,5.8925046,,,,,,
29307,12.02.2017,17:30:11,12.02.2017,19:30:11,58.9590022,25.627176,87.94,39790,2017-02-12 17:30:11,2017-02-12 19:30:11,593619.2705,6536684.531,00:29:43,5.658948548,5.658948548,,,,,,
29319,12.02.2017,18:00:11,12.02.2017,20:00:11,58.959011,25.6272619,92.02,39790,2017-02-12 18:00:11,2017-02-12 20:00:11,593624.188,6536685.631,00:30:00,5.038983408,5.038983408,,,,,,
29325,12.02.2017,18:30:11,12.02.2017,20:30:11,58.9590412,25.6271747,86.5,39790,2017-02-12 18:30:11,2017-02-12 20:30:11,593619.0904,6536688.872,00:30:00,6.040824356,6.040824356,,,,,,
29340,12.02.2017,19:00:11,12.02.2017,21:00:11,58.9591116,25.6271516,100.45,39790,2017-02-12 19:00:11,2017-02-12 21:00:11,593617.5714,6536696.679,00:30:00,7.953588876,7.953588876,,,,,,
29345,12.02.2017,19:30:30,12.02.2017,21:30:30,58.9584627,25.6225202,93.77,39790,2017-02-12 19:30:30,2017-02-12 21:30:30,593352.9057,6536617.966,00:30:19,276.1226481,276.1226481,,,,,,
29354,12.02.2017,20:00:19,12.02.2017,22:00:19,58.9588575,25.6211802,92.97,39790,2017-02-12 20:00:19,2017-02-12 22:00:19,593274.7601,6536660.065,00:29:49,88.76415408,88.76415408,,,,,,
29360,12.02.2017,20:30:12,12.02.2017,22:30:12,58.9582638,25.6188808,96.6,39790,2017-02-12 20:30:12,2017-02-12 22:30:12,593144.0855,6536590.758,00:29:53,147.9166453,147.9166453,,,,,,
29375,12.02.2017,21:00:11,12.02.2017,23:00:11,58.9579803,25.6192463,98.1,39790,2017-02-12 21:00:11,2017-02-12 23:00:11,593165.8731,6536559.696,00:29:59,37.94118914,37.94118914,,,,,,
29385,12.02.2017,21:30:30,12.02.2017,23:30:30,58.9580054,25.619245,94.08,39790,2017-02-12 21:30:30,2017-02-12 23:30:30,593165.7308,6536562.489,00:30:19,2.796846669,2.796846669,,,,,,
29389,12.02.2017,22:00:19,13.02.2017,00:00:19,58.9579892,25.6192375,92.83,39790,2017-02-12 22:00:19,2017-02-13 00:00:19,593165.3429,6536560.675,00:29:49,1.855379884,1.855379884,,,,,,
29395,12.02.2017,22:30:11,13.02.2017,00:30:11,58.9580021,25.6192607,94.3,39790,2017-02-12 22:30:11,2017-02-13 00:30:11,593166.6428,6536562.143,00:29:52,1.961344455,1.961344455,,,,,,
29408,12.02.2017,23:00:06,13.02.2017,01:00:06,58.9579088,25.6189938,112.23,39790,2017-02-12 23:00:06,2017-02-13 01:00:06,593151.5401,6536551.383,00:29:55,18.54381757,18.54381757,,,,,,
29413,12.02.2017,23:30:11,13.02.2017,01:30:11,58.9575564,25.6183937,88,39790,2017-02-12 23:30:11,2017-02-13 01:30:11,593117.9661,6536511.308,00:30:05,52.28026847,52.28026847,,,,,,
29429,13.02.2017,00:00:11,13.02.2017,02:00:11,58.9575808,25.6183943,96.87,39790,2017-02-13 00:00:11,2017-02-13 02:00:11,593117.935,6536514.026,00:30:00,2.71809332,2.71809332,,,,,,
29434,13.02.2017,00:30:29,13.02.2017,02:30:29,58.9575815,25.6183623,90.98,39790,2017-02-13 00:30:29,2017-02-13 02:30:29,593116.0923,6536514.06,00:30:18,1.843020281,1.843020281,,,,,,
29443,13.02.2017,01:00:11,13.02.2017,03:00:11,58.9575795,25.6183937,92.29,39790,2017-02-13 01:00:11,2017-02-13 03:00:11,593117.904,6536513.881,00:29:42,1.820526446,1.820526446,,,,,,
29449,13.02.2017,01:30:11,13.02.2017,03:30:11,58.9572322,25.6189942,94.56,39790,2017-02-13 01:30:11,2017-02-13 03:30:11,593153.382,6536476.04,00:30:00,51.87064333,51.87064333,,,,,,
29462,13.02.2017,02:00:04,13.02.2017,04:00:04,58.9575817,25.6193111,94.47,39790,2017-02-13 02:00:04,2017-02-13 04:00:04,593170.6725,6536515.399,00:29:53,42.98942735,42.98942735,,,,,,
29470,13.02.2017,02:30:12,13.02.2017,04:30:12,58.9576148,25.6192941,91.09,39790,2017-02-13 02:30:12,2017-02-13 04:30:12,593169.6055,6536519.062,00:30:08,3.814517622,3.814517622,,,,,,
29478,13.02.2017,03:00:30,13.02.2017,05:00:30,58.957578,25.6193976,100.56,39790,2017-02-13 03:00:30,2017-02-13 05:00:30,593175.6584,6536515.108,00:30:18,7.229982135,7.229982135,,,,,,
29489,13.02.2017,03:30:12,13.02.2017,05:30:12,58.957582,25.619395,83.95,39790,2017-02-13 03:30:12,2017-02-13 05:30:12,593175.4981,6536515.549,00:29:42,0.470001206,0.470001206,,,,,,
29496,13.02.2017,04:00:11,13.02.2017,06:00:11,58.9575813,25.6194119,93.34,39790,2017-02-13 04:00:11,2017-02-13 06:00:11,593176.4722,6536515.495,00:29:59,0.975594451,0.975594451,,,,,,
29504,13.02.2017,04:30:11,13.02.2017,06:30:11,58.9575658,25.6193724,86.21,39790,2017-02-13 04:30:11,2017-02-13 06:30:11,593174.2416,6536513.714,00:30:00,2.8543178,2.8543178,,,,,,
29517,13.02.2017,05:00:11,13.02.2017,07:00:11,58.9575869,25.6194038,91.79,39790,2017-02-13 05:00:11,2017-02-13 07:00:11,593175.9912,6536516.107,00:30:00,2.964551192,2.964551192,,,,,,
29523,13.02.2017,05:30:24,13.02.2017,07:30:24,58.9574154,25.6193243,100.96,39790,2017-02-13 05:30:24,2017-02-13 07:30:24,593171.879,6536496.899,00:30:13,19.64320732,19.64320732,,,,,,
29537,13.02.2017,06:00:12,13.02.2017,08:00:12,58.9564414,25.6240289,95.06,39790,2017-02-13 06:00:12,2017-02-13 08:00:12,593445.1436,6536394.983,00:29:48,291.6512185,291.6512185,,,,,,
29545,13.02.2017,06:30:23,13.02.2017,08:30:23,58.9567127,25.6273255,100.22,39790,2017-02-13 06:30:23,2017-02-13 08:30:23,593634.0567,6536429.791,00:30:11,192.0930844,192.0930844,,,,,,
29551,13.02.2017,07:00:21,13.02.2017,09:00:21,58.9567292,25.6276601,106.12,39790,2017-02-13 07:00:21,2017-02-13 09:00:21,593653.2607,6536432.096,00:29:58,19.34182407,19.34182407,,,,,,
29561,13.02.2017,07:30:13,13.02.2017,09:30:13,58.956665,25.6284522,143.1,39790,2017-02-13 07:30:13,2017-02-13 09:30:13,593699.0017,6536426.053,00:29:52,46.13838526,46.13838526,,,,,,
29566,13.02.2017,08:00:29,13.02.2017,10:00:29,58.9567157,25.6276043,94.18,39790,2017-02-13 08:00:29,2017-02-13 10:00:29,593650.0872,6536430.514,00:30:16,49.11754945,49.11754945,,,,,,
29582,13.02.2017,08:30:11,13.02.2017,10:30:11,58.9568039,25.6276582,106.94,39790,2017-02-13 08:30:11,2017-02-13 10:30:11,593652.9495,6536440.411,00:29:42,10.30241839,10.30241839,,,,,,
29592,13.02.2017,09:00:31,13.02.2017,11:00:31,58.9566624,25.6276313,109.43,39790,2017-02-13 09:00:31,2017-02-13 11:00:31,593651.7845,6536424.617,00:30:20,15.83726804,15.83726804,,,,,,
29601,13.02.2017,09:30:39,13.02.2017,11:30:39,58.9567555,25.6277541,116.02,39790,2017-02-13 09:30:39,2017-02-13 11:30:39,593658.5972,6536435.155,00:30:08,12.54896545,12.54896545,,,,,,
29603,13.02.2017,10:00:48,13.02.2017,12:00:48,58.9566617,25.6276633,115.31,39790,2017-02-13 10:00:48,2017-02-13 12:00:48,593653.6273,6536424.584,00:30:09,11.68187049,11.68187049,,,,,,
29613,13.02.2017,10:30:11,13.02.2017,12:30:11,58.9567364,25.6277215,102.13,39790,2017-02-13 10:30:11,2017-02-13 12:30:11,593656.7735,6536432.983,00:29:23,8.969415427,8.969415427,,,,,,
29627,13.02.2017,11:00:13,13.02.2017,13:00:13,58.9567675,25.6289578,111.71,39790,2017-02-13 11:00:13,2017-02-13 13:00:13,593727.8103,6536438.173,00:30:02,71.2261807,71.2261807,,,,,,
29635,13.02.2017,11:30:31,13.02.2017,13:30:31,58.9564251,25.6293539,99.66,39790,2017-02-13 11:30:31,2017-02-13 13:30:31,593751.5232,6536400.598,00:30:18,44.431366,44.431366,,,,,,
29639,13.02.2017,12:00:48,13.02.2017,14:00:48,58.9561805,25.6287844,92.72,39790,2017-02-13 12:00:48,2017-02-13 14:00:48,593719.4226,6536372.565,00:30:17,42.61824215,42.61824215,,,,,,
29647,13.02.2017,12:30:11,13.02.2017,14:30:11,58.956031,25.6285495,106.24,39790,2017-02-13 12:30:11,2017-02-13 14:30:11,593706.3135,6536355.589,00:29:23,21.44823561,21.44823561,,,,,,
