,GMT_Date,GMT_Time,LMT_Date,LMT_Time,Lat,Lon,Z,CollarID,GMT,LMT,Y,X,00:00:00,,,,kaelus,,keskmine,mediaan,maksimum
31216,17.02.2017,03:30:11,17.02.2017,05:30:11,58.9722301,25.6053025,95.31,39790,2017-02-17 03:30:11,2017-02-17 05:30:11,592325.7656,6538127.221,00:29:52,24.15130407,24.15130407,,,,,,
31229,17.02.2017,04:00:13,17.02.2017,06:00:13,58.9721107,25.605344,90.48,39790,2017-02-17 04:00:13,2017-02-17 06:00:13,592328.4702,6538113.982,00:30:02,13.51231942,13.51231942,,,,,,
31238,17.02.2017,04:30:19,17.02.2017,06:30:19,58.9720131,25.6053848,85.35,39790,2017-02-17 04:30:19,2017-02-17 06:30:19,592331.0764,6538103.17,00:30:06,11.12194144,11.12194144,,,,,,
31247,17.02.2017,05:00:29,17.02.2017,07:00:29,58.9720598,25.6052688,98.56,39790,2017-02-17 05:00:29,2017-02-17 07:00:29,592324.2817,6538108.211,00:30:10,8.460335329,8.460335329,,,,,,
31251,17.02.2017,05:30:18,17.02.2017,07:30:18,58.9720239,25.6053943,98.62,39790,2017-02-17 05:30:18,2017-02-17 07:30:18,592331.5939,6538104.386,00:29:49,8.252221501,8.252221501,,,,,,
31259,17.02.2017,06:00:11,17.02.2017,08:00:11,58.9720193,25.6053943,97.77,39790,2017-02-17 06:00:11,2017-02-17 08:00:11,592331.6062,6538103.874,00:29:53,0.512387909,0.512387909,,,,,,
31267,17.02.2017,06:30:10,17.02.2017,08:30:10,58.9719583,25.605536,98.35,39790,2017-02-17 06:30:10,2017-02-17 08:30:10,592339.9169,6538097.276,00:29:59,10.61119859,10.61119859,,,,,,
31282,17.02.2017,07:00:10,17.02.2017,09:00:10,58.9720092,25.6055661,100.78,39790,2017-02-17 07:00:10,2017-02-17 09:00:10,592341.512,6538102.985,00:30:00,5.928134362,5.928134362,,,,,,
31290,17.02.2017,07:30:18,17.02.2017,09:30:18,58.9720426,25.6055579,104.38,39790,2017-02-17 07:30:18,2017-02-17 09:30:18,592340.9514,6538106.693,00:30:08,3.7501598,3.7501598,,,,,,
31299,17.02.2017,08:00:19,17.02.2017,10:00:19,58.9720141,25.60562,98.12,39790,2017-02-17 08:00:19,2017-02-17 10:00:19,592344.5983,6538103.605,00:30:01,4.778760033,4.778760033,,,,,,
31303,17.02.2017,08:30:18,17.02.2017,10:30:18,58.9720128,25.6056193,93.54,39790,2017-02-17 08:30:18,2017-02-17 10:30:18,592344.5615,6538103.46,00:29:59,0.150298681,0.150298681,,,,,,
31313,17.02.2017,09:00:10,17.02.2017,11:00:10,58.9719979,25.6055974,100.37,39790,2017-02-17 09:00:10,2017-02-17 11:00:10,592343.342,6538101.77,00:29:52,2.083584981,2.083584981,,,,,,
31325,17.02.2017,09:30:10,17.02.2017,11:30:10,58.9719982,25.6056814,89.85,39790,2017-02-17 09:30:10,2017-02-17 11:30:10,592348.1714,6538101.919,00:30:00,4.831701274,4.831701274,,,,,,
31337,17.02.2017,10:00:11,17.02.2017,12:00:11,58.9722315,25.6061037,97.55,39790,2017-02-17 10:00:11,2017-02-17 12:00:11,592371.8324,6538128.48,00:30:01,35.57153315,35.57153315,,,,,,
31342,17.02.2017,10:30:30,17.02.2017,12:30:30,58.972301,25.6060541,90.56,39790,2017-02-17 10:30:30,2017-02-17 12:30:30,592368.795,6538136.151,00:30:19,8.250463647,8.250463647,,,,,,
31355,17.02.2017,11:00:18,17.02.2017,13:00:18,58.9723286,25.6061788,98.05,39790,2017-02-17 11:00:18,2017-02-17 13:00:18,592375.8919,6538139.396,00:29:48,7.803640075,7.803640075,,,,,,
31364,17.02.2017,11:30:30,17.02.2017,13:30:30,58.9722831,25.6063901,98.76,39790,2017-02-17 11:30:30,2017-02-17 13:30:30,592388.1634,6538134.621,00:30:12,13.16803868,13.16803868,,,,,,
31367,17.02.2017,12:00:18,17.02.2017,14:00:18,58.9722774,25.6064133,96.81,39790,2017-02-17 12:00:18,2017-02-17 14:00:18,592389.5126,6538134.018,00:29:48,1.4777731,1.4777731,,,,,,
31377,17.02.2017,12:30:10,17.02.2017,14:30:10,58.9722811,25.6064365,96.57,39790,2017-02-17 12:30:10,2017-02-17 14:30:10,592390.8368,6538134.462,00:29:52,1.396622208,1.396622208,,,,,,
31386,17.02.2017,13:00:10,17.02.2017,15:00:10,58.9722603,25.6063839,104.96,39790,2017-02-17 13:00:10,2017-02-17 15:00:10,592387.8677,6538132.073,00:30:00,3.810697814,3.810697814,,,,,,
31396,17.02.2017,13:30:11,17.02.2017,15:30:11,58.9722562,25.6064917,97.06,39790,2017-02-17 13:30:11,2017-02-17 15:30:11,592394.0773,6538131.765,00:30:01,6.217284434,6.217284434,,,,,,
31406,17.02.2017,14:00:29,17.02.2017,16:00:29,58.9721372,25.6064323,93.37,39790,2017-02-17 14:00:29,2017-02-17 16:00:29,592390.9791,6538118.432,00:30:18,13.6884952,13.6884952,,,,,,
31417,17.02.2017,14:30:18,17.02.2017,16:30:18,58.972402,25.6064947,91.96,39790,2017-02-17 14:30:18,2017-02-17 16:30:18,592393.8609,6538148.005,00:29:49,29.71329144,29.71329144,,,,,,
31428,17.02.2017,15:00:15,17.02.2017,17:00:15,58.9724266,25.6063706,98.48,39790,2017-02-17 15:00:15,2017-02-17 17:00:15,592386.6593,6538150.574,00:29:57,7.645889681,7.645889681,,,,,,
31430,17.02.2017,15:30:48,17.02.2017,17:30:48,58.9726813,25.6066348,93.09,39790,2017-02-17 15:30:48,2017-02-17 17:30:48,592401.1718,6538179.3,00:30:33,32.18419508,32.18419508,,,,,,
31444,17.02.2017,16:00:11,17.02.2017,18:00:11,58.9726498,25.6061296,88.2,39790,2017-02-17 16:00:11,2017-02-17 18:00:11,592372.2062,6538175.096,00:29:23,29.26905035,29.26905035,,,,,,
31451,17.02.2017,16:30:29,17.02.2017,18:30:29,58.9727173,25.6060962,86.01,39790,2017-02-17 16:30:29,2017-02-17 18:30:29,592370.1056,6538182.567,00:30:18,7.760283538,7.760283538,,,,,,
31457,17.02.2017,17:00:11,17.02.2017,19:00:11,58.9727053,25.6061596,91.48,39790,2017-02-17 17:00:11,2017-02-17 19:00:11,592373.7832,6538181.318,00:29:42,3.883879725,3.883879725,,,,,,
31471,17.02.2017,17:30:11,17.02.2017,19:30:11,58.9726696,25.6061603,89.2,39790,2017-02-17 17:30:11,2017-02-17 19:30:11,592373.9187,6538177.344,00:30:00,3.976780218,3.976780218,,,,,,
31480,17.02.2017,18:00:21,17.02.2017,20:00:21,58.9726161,25.6060087,105.62,39790,2017-02-17 18:00:21,2017-02-17 20:00:21,592365.3441,6538171.177,00:30:10,10.56155091,10.56155091,,,,,,
31484,17.02.2017,18:30:18,17.02.2017,20:30:18,58.9726755,25.6061759,91.14,39790,2017-02-17 18:30:18,2017-02-17 20:30:18,592374.8,6538178.022,00:29:57,11.67322386,11.67322386,,,,,,
31493,17.02.2017,19:00:10,17.02.2017,21:00:10,58.9726642,25.6061923,94.23,39790,2017-02-17 19:00:10,2017-02-17 21:00:10,592375.7731,6538176.786,00:29:52,1.572928681,1.572928681,,,,,,
31508,17.02.2017,19:30:06,17.02.2017,21:30:06,58.9726675,25.6062217,83.5,39790,2017-02-17 19:30:06,2017-02-17 21:30:06,592377.4548,6538177.194,00:29:56,1.730512578,1.730512578,,,,,,
31513,17.02.2017,20:00:22,17.02.2017,22:00:22,58.9727651,25.6064392,100.3,39790,2017-02-17 20:00:22,2017-02-17 22:00:22,592389.701,6538188.362,00:30:16,16.57385963,16.57385963,,,,,,
31521,17.02.2017,20:30:18,17.02.2017,22:30:18,58.9725896,25.6067064,86.39,39790,2017-02-17 20:30:18,2017-02-17 22:30:18,592405.5335,6538169.187,00:29:56,24.86665524,24.86665524,,,,,,
31534,17.02.2017,21:00:11,17.02.2017,23:00:11,58.9725827,25.6069572,98.53,39790,2017-02-17 21:00:11,2017-02-17 23:00:11,592419.9733,6538168.764,00:29:53,14.44594986,14.44594986,,,,,,
31543,17.02.2017,21:30:30,17.02.2017,23:30:30,58.9726638,25.6069301,88.43,39790,2017-02-17 21:30:30,2017-02-17 23:30:30,592418.1986,6538177.758,00:30:19,9.167114826,9.167114826,,,,,,
31546,17.02.2017,22:00:17,18.02.2017,00:00:17,58.9726638,25.6069151,91.93,39790,2017-02-17 22:00:17,2017-02-18 00:00:17,592417.3361,6538177.737,00:29:47,0.86276658,0.86276658,,,,,,
31558,17.02.2017,22:30:03,18.02.2017,00:30:03,58.9738347,25.6074663,95.15,39790,2017-02-17 22:30:03,2017-02-18 00:30:03,592445.9055,6538308.885,00:29:46,134.222904,134.222904,,,,,,
31569,17.02.2017,23:00:10,18.02.2017,01:00:10,58.9767799,25.6064119,91.54,39790,2017-02-17 23:00:10,2017-02-18 01:00:10,592377.4223,6538635.4,00:30:07,333.6199497,333.6199497,,,,,,
31573,17.02.2017,23:30:09,18.02.2017,01:30:09,58.9774761,25.6065172,92.74,39790,2017-02-17 23:30:09,2017-02-18 01:30:09,592381.6194,6538713.072,00:29:59,77.78498774,77.78498774,,,,,,
31583,18.02.2017,00:00:02,18.02.2017,02:00:02,58.9774543,25.6065329,89.54,39790,2017-02-18 00:00:02,2017-02-18 02:00:02,592382.5802,6538710.666,00:29:53,2.59070681,2.59070681,,,,,,
31597,18.02.2017,00:30:10,18.02.2017,02:30:10,58.9774367,25.6065744,103.55,39790,2017-02-18 00:30:10,2017-02-18 02:30:10,592385.0131,6538708.763,00:30:08,3.088603985,3.088603985,,,,,,
31600,18.02.2017,01:00:26,18.02.2017,03:00:26,58.9778754,25.6063902,97.5,39790,2017-02-18 01:00:26,2017-02-18 03:00:26,592373.2527,6538757.362,00:30:16,50.00130273,50.00130273,,,,,,
31609,18.02.2017,01:30:08,18.02.2017,03:30:08,58.9779557,25.6049574,100.29,39790,2017-02-18 01:30:08,2017-02-18 03:30:08,592290.6632,6538764.331,00:29:42,82.88301676,82.88301676,,,,,,
31626,18.02.2017,02:00:09,18.02.2017,04:00:09,58.9778527,25.6047117,102.52,39790,2017-02-18 02:00:09,2017-02-18 04:00:09,592276.8117,6538752.524,00:30:01,18.20129605,18.20129605,,,,,,
31634,18.02.2017,02:30:30,18.02.2017,04:30:30,58.9777828,25.6046039,96.7,39790,2017-02-18 02:30:30,2017-02-18 04:30:30,592270.8003,6538744.591,00:30:21,9.952725918,9.952725918,,,,,,
31638,18.02.2017,03:00:17,18.02.2017,05:00:17,58.9777954,25.6045582,105.2,39790,2017-02-18 03:00:17,2017-02-18 05:00:17,592268.1393,6538745.932,00:29:47,2.979447078,2.979447078,,,,,,
31645,18.02.2017,03:30:07,18.02.2017,05:30:07,58.9777712,25.6045664,103.31,39790,2017-02-18 03:30:07,2017-02-18 05:30:07,592268.6752,6538743.248,00:29:50,2.736548247,2.736548247,,,,,,
31657,18.02.2017,04:00:09,18.02.2017,06:00:09,58.9777157,25.6045513,96.53,39790,2017-02-18 04:00:09,2017-02-18 06:00:09,592267.9549,6538737.047,00:30:02,6.24277344,6.24277344,,,,,,
31668,18.02.2017,04:30:10,18.02.2017,06:30:10,58.9776478,25.6028347,97.58,39790,2017-02-18 04:30:10,2017-02-18 06:30:10,592169.4432,6538727.126,00:30:01,99.01000353,99.01000353,,,,,,
31679,18.02.2017,05:00:26,18.02.2017,07:00:26,58.9789993,25.6015603,96.89,39790,2017-02-18 05:00:26,2017-02-18 07:00:26,592092.58,6538875.874,00:30:16,167.4339655,167.4339655,,,,,,
31683,18.02.2017,05:30:18,18.02.2017,07:30:18,58.980433,25.6003692,96.53,39790,2017-02-18 05:30:18,2017-02-18 07:30:18,592020.2928,6539033.893,00:29:52,173.7675482,173.7675482,,,,,,
31691,18.02.2017,06:00:09,18.02.2017,08:00:09,58.981555,25.5991476,94.89,39790,2017-02-18 06:00:09,2017-02-18 08:00:09,591947.0856,6539157.16,00:29:51,143.3673905,143.3673905,,,,,,
31699,18.02.2017,06:30:09,18.02.2017,08:30:09,58.9819848,25.5969661,98.78,39790,2017-02-18 06:30:09,2017-02-18 08:30:09,591820.5387,6539202.033,00:30:00,134.2673306,134.2673306,,,,,,
31713,18.02.2017,07:00:09,18.02.2017,09:00:09,58.9820676,25.5968386,94.4,39790,2017-02-18 07:00:09,2017-02-18 09:00:09,591812.9897,6539211.079,00:30:00,11.78198689,11.78198689,,,,,,
31719,18.02.2017,07:30:24,18.02.2017,09:30:24,58.9820004,25.5968958,100.06,39790,2017-02-18 07:30:24,2017-02-18 09:30:24,591816.456,6539203.674,00:30:15,8.17610143,8.17610143,,,,,,
31726,18.02.2017,08:00:10,18.02.2017,10:00:10,58.9819789,25.5969203,103.84,39790,2017-02-18 08:00:10,2017-02-18 10:00:10,591817.9215,6539201.314,00:29:46,2.778506922,2.778506922,,,,,,
31736,18.02.2017,08:30:03,18.02.2017,10:30:03,58.982013,25.5969102,94.56,39790,2017-02-18 08:30:03,2017-02-18 10:30:03,591817.2504,6539205.097,00:29:53,3.842507146,3.842507146,,,,,,
31744,18.02.2017,09:00:10,18.02.2017,11:00:10,58.9819806,25.5968802,95.56,39790,2017-02-18 09:00:10,2017-02-18 11:00:10,591815.6118,6539201.448,00:30:07,4.000094559,4.000094559,,,,,,
31761,18.02.2017,09:30:06,18.02.2017,11:30:06,58.9819901,25.596904,100.75,39790,2017-02-18 09:30:06,2017-02-18 11:30:06,591816.9547,6539202.539,00:29:56,1.729947505,1.729947505,,,,,,
31763,18.02.2017,10:00:18,18.02.2017,12:00:18,58.9819981,25.5969033,97.89,39790,2017-02-18 10:00:18,2017-02-18 12:00:18,591816.8933,6539203.428,00:30:12,0.892020252,0.892020252,,,,,,
31774,18.02.2017,10:30:10,18.02.2017,12:30:10,58.9822887,25.5962502,101.75,39790,2017-02-18 10:30:10,2017-02-18 12:30:10,591778.579,6539234.895,00:29:52,49.57962475,49.57962475,,,,,,
31785,18.02.2017,11:00:16,18.02.2017,13:00:16,58.9823575,25.5956255,98.32,39790,2017-02-18 11:00:16,2017-02-18 13:00:16,591742.4855,6539241.702,00:30:06,36.72971878,36.72971878,,,,,,
31796,18.02.2017,11:30:30,18.02.2017,13:30:30,58.9825739,25.5954954,101.32,39790,2017-02-18 11:30:30,2017-02-18 13:30:30,591734.4333,6539265.622,00:30:14,25.23875872,25.23875872,,,,,,
31799,18.02.2017,12:00:48,18.02.2017,14:00:48,58.9817446,25.5960628,98.52,39790,2017-02-18 12:00:48,2017-02-18 14:00:48,591769.2481,6539174.049,00:30:18,97.96740664,97.96740664,,,,,,
31807,18.02.2017,12:30:09,18.02.2017,14:30:09,58.9817182,25.5960634,97.96,39790,2017-02-18 12:30:09,2017-02-18 14:30:09,591769.3526,6539171.11,00:29:21,2.940870569,2.940870569,,,,,,
31817,18.02.2017,13:00:09,18.02.2017,15:00:09,58.9817426,25.5960941,99.83,39790,2017-02-18 13:00:09,2017-02-18 15:00:09,591771.0528,6539173.869,00:30:00,3.24088407,3.24088407,,,,,,
31825,18.02.2017,13:30:11,18.02.2017,15:30:11,58.9817565,25.5960941,102.4,39790,2017-02-18 13:30:11,2017-02-18 15:30:11,591771.0159,6539175.417,00:30:02,1.548306359,1.548306359,,,,,,
31834,18.02.2017,14:00:10,18.02.2017,16:00:10,58.9817413,25.5960785,98.75,39790,2017-02-18 14:00:10,2017-02-18 16:00:10,591770.1594,6539173.703,00:29:59,1.9160669,1.9160669,,,,,,
31851,18.02.2017,14:30:09,18.02.2017,16:30:09,58.9816497,25.596135,95.55,39790,2017-02-18 14:30:09,2017-02-18 16:30:09,591773.6502,6539163.58,00:29:59,10.70799906,10.70799906,,,,,,
31856,18.02.2017,15:00:30,18.02.2017,17:00:30,58.981563,25.5962154,96.69,39790,2017-02-18 15:00:30,2017-02-18 17:00:30,591778.5019,6539154.035,00:30:21,10.70701116,10.70701116,,,,,,
31864,18.02.2017,15:30:19,18.02.2017,17:30:19,58.981138,25.5960377,77.32,39790,2017-02-18 15:30:19,2017-02-18 17:30:19,591769.4128,6539106.465,00:29:49,48.43055181,48.43055181,,,,,,
31876,18.02.2017,16:00:13,18.02.2017,18:00:13,58.9809727,25.5965899,97.73,39790,2017-02-18 16:00:13,2017-02-18 18:00:13,591801.5956,6539088.814,00:29:54,36.70580015,36.70580015,,,,,,
31881,18.02.2017,16:30:44,18.02.2017,18:30:44,58.9796375,25.5971402,94.98,39790,2017-02-18 16:30:44,2017-02-18 18:30:44,591836.7719,6538940.883,00:30:31,152.0558162,152.0558162,,,,,,
31890,18.02.2017,17:00:09,18.02.2017,19:00:09,58.9791319,25.5974807,92.68,39790,2017-02-18 17:00:09,2017-02-18 19:00:09,591857.6884,6538885.047,00:29:25,59.62513977,59.62513977,,,,,,
31898,18.02.2017,17:30:09,18.02.2017,19:30:09,58.9791702,25.5975114,97.11,39790,2017-02-18 17:30:09,2017-02-18 19:30:09,591859.3517,6538889.354,00:30:00,4.617063619,4.617063619,,,,,,
31910,18.02.2017,18:00:09,18.02.2017,20:00:09,58.9792062,25.5975346,102.87,39790,2017-02-18 18:00:09,2017-02-18 20:00:09,591860.59,6538893.394,00:30:00,4.226118965,4.226118965,,,,,,
31923,18.02.2017,18:30:14,18.02.2017,20:30:14,58.9791245,25.5975591,95.5,39790,2017-02-18 18:30:14,2017-02-18 20:30:14,591862.2153,6538884.33,00:30:05,9.208888723,9.208888723,,,,,,
31929,18.02.2017,19:00:43,18.02.2017,21:00:43,58.9792062,25.5975346,102.87,39790,2017-02-18 19:00:43,2017-02-18 21:00:43,591860.59,6538893.394,00:30:29,9.208888723,9.208888723,,,,,,
31934,18.02.2017,19:30:17,18.02.2017,21:30:17,58.9791425,25.5975264,88.47,39790,2017-02-18 19:30:17,2017-02-18 21:30:17,591860.2876,6538886.29,00:29:34,7.11112364,7.11112364,,,,,,
31944,18.02.2017,20:00:10,18.02.2017,22:00:10,58.9791325,25.5975434,96.14,39790,2017-02-18 20:00:10,2017-02-18 22:00:10,591861.2915,6538885.199,00:29:53,1.482055246,1.482055246,,,,,,
31954,18.02.2017,20:30:12,18.02.2017,22:30:12,58.9791,25.5972896,108.82,39790,2017-02-18 20:30:12,2017-02-18 22:30:12,591846.7865,6538881.233,00:30:02,15.03755045,15.03755045,,,,,,
31964,18.02.2017,21:00:24,18.02.2017,23:00:24,58.9787635,25.5975383,96.35,39790,2017-02-18 21:00:24,2017-02-18 23:00:24,591861.9771,6538844.101,00:30:12,40.1182801,40.1182801,,,,,,
31970,18.02.2017,21:30:09,18.02.2017,23:30:09,58.9786854,25.5975559,95.75,39790,2017-02-18 21:30:09,2017-02-18 23:30:09,591863.1961,6538835.429,00:29:45,8.758150453,8.758150453,,,,,,
31979,18.02.2017,22:00:10,19.02.2017,00:00:10,58.9787544,25.5976568,107.46,39790,2017-02-18 22:00:10,2017-02-19 00:00:10,591868.8139,6538843.25,00:30:01,9.630230644,9.630230644,,,,,,
31995,18.02.2017,22:30:30,19.02.2017,00:30:30,58.978686,25.5976036,102.71,39790,2017-02-18 22:30:30,2017-02-19 00:30:30,591865.9368,6538835.561,00:30:20,8.21030604,8.21030604,,,,,,
31996,18.02.2017,23:00:17,19.02.2017,01:00:17,58.978685,25.5976719,91.11,39790,2017-02-18 23:00:17,2017-02-19 01:00:17,591869.8662,6538835.543,00:29:47,3.929359986,3.929359986,,,,,,
32006,18.02.2017,23:30:03,19.02.2017,01:30:03,58.9786328,25.597536,108.61,39790,2017-02-18 23:30:03,2017-02-19 01:30:03,591862.1915,6538829.544,00:29:46,9.741021447,9.741021447,,,,,,
32016,19.02.2017,00:00:03,19.02.2017,02:00:03,58.9785283,25.5975843,100.44,39790,2017-02-19 00:00:03,2017-02-19 02:00:03,591865.2456,6538817.973,00:30:00,11.96695486,11.96695486,,,,,,
32029,19.02.2017,00:30:11,19.02.2017,02:30:11,58.9787281,25.5975628,97.56,39790,2017-02-19 00:30:11,2017-02-19 02:30:11,591863.4795,6538840.193,00:30:08,22.28981274,22.28981274,,,,,,
32039,19.02.2017,01:00:28,19.02.2017,03:00:28,58.9786877,25.5975634,94.43,39790,2017-02-19 01:00:28,2017-02-19 03:00:28,591863.6212,6538835.695,00:30:17,4.5002423,4.5002423,,,,,,
32041,19.02.2017,01:30:18,19.02.2017,03:30:18,58.978702,25.5974925,91.13,39790,2017-02-19 01:30:18,2017-02-19 03:30:18,591859.5071,6538837.19,00:29:50,4.377394229,4.377394229,,,,,,
32053,19.02.2017,02:00:08,19.02.2017,04:00:08,58.9786996,25.5975647,105.3,39790,2017-02-19 02:00:08,2017-02-19 04:00:08,591863.6643,6538837.022,00:29:50,4.16065665,4.16065665,,,,,,
32059,19.02.2017,02:30:25,19.02.2017,04:30:25,58.9787016,25.5975484,100.5,39790,2017-02-19 02:30:25,2017-02-19 04:30:25,591862.7219,6538837.222,00:30:17,0.963485447,0.963485447,,,,,,
32070,19.02.2017,03:00:09,19.02.2017,05:00:09,58.9787155,25.5975784,96.07,39790,2017-02-19 03:00:09,2017-02-19 05:00:09,591864.4098,6538838.811,00:29:44,2.318118732,2.318118732,,,,,,
32077,19.02.2017,03:30:09,19.02.2017,05:30:09,58.9785072,25.5978565,96.02,39790,2017-02-19 03:30:09,2017-02-19 05:30:09,591880.9508,6538815.996,00:30:00,28.18015274,28.18015274,,,,,,
32087,19.02.2017,04:00:07,19.02.2017,06:00:07,58.9784286,25.5981149,93.12,39790,2017-02-19 04:00:07,2017-02-19 06:00:07,591896.0153,6538807.598,00:29:58,17.24747868,17.24747868,,,,,,
32102,19.02.2017,04:30:09,19.02.2017,06:30:09,58.9784066,25.5982403,95.75,39790,2017-02-19 04:30:09,2017-02-19 06:30:09,591903.2831,6538805.32,00:30:02,7.616520863,7.616520863,,,,,,
32111,19.02.2017,05:00:30,19.02.2017,07:00:30,58.9784351,25.5982083,95.01,39790,2017-02-19 05:00:30,2017-02-19 07:00:30,591901.3677,6538808.449,00:30:21,3.669405959,3.669405959,,,,,,
32114,19.02.2017,05:30:17,19.02.2017,07:30:17,58.9803313,25.6018266,97.51,39790,2017-02-19 05:30:17,2017-02-19 07:30:17,592104.347,6539024.568,00:29:47,296.4923686,296.4923686,,,,,,
32122,19.02.2017,06:00:09,19.02.2017,08:00:09,58.981187,25.6000297,99.71,39790,2017-02-19 06:00:09,2017-02-19 08:00:09,591998.7722,6539117.39,00:29:52,140.5775075,140.5775075,,,,,,
32131,19.02.2017,06:30:02,19.02.2017,08:30:02,58.9817542,25.6002322,103.72,39790,2017-02-19 06:30:02,2017-02-19 08:30:02,592008.9063,6539180.83,00:29:53,64.24390761,64.24390761,,,,,,
32143,19.02.2017,07:00:09,19.02.2017,09:00:09,58.9817717,25.6002855,99.05,39790,2017-02-19 07:00:09,2017-02-19 09:00:09,592011.9238,6539182.852,00:30:07,3.632266285,3.632266285,,,,,,
32150,19.02.2017,07:30:26,19.02.2017,09:30:26,58.981728,25.6002868,99.64,39790,2017-02-19 07:30:26,2017-02-19 09:30:26,592012.1147,6539177.987,00:30:17,4.868270935,4.868270935,,,,,,
32162,19.02.2017,08:00:09,19.02.2017,10:00:09,58.9816867,25.6002956,98.91,39790,2017-02-19 08:00:09,2017-02-19 10:00:09,592012.7303,6539173.4,00:29:43,4.628110243,4.628110243,,,,,,
32171,19.02.2017,08:30:20,19.02.2017,10:30:20,58.9817383,25.6002786,98.95,39790,2017-02-19 08:30:20,2017-02-19 10:30:20,592011.6159,6539179.123,00:30:11,5.830206111,5.830206111,,,,,,
32176,19.02.2017,09:00:16,19.02.2017,11:00:16,58.9817673,25.6003093,101.67,39790,2017-02-19 09:00:16,2017-02-19 11:00:16,592013.3037,6539182.394,00:29:56,3.681182323,3.681182323,,,,,,
32189,19.02.2017,09:30:09,19.02.2017,11:30:09,58.9819544,25.6001247,98.48,39790,2017-02-19 09:30:09,2017-02-19 11:30:09,592002.1946,6539202.976,00:29:53,23.38844528,23.38844528,,,,,,
32195,19.02.2017,10:00:14,19.02.2017,12:00:14,58.9818934,25.6002815,95.56,39790,2017-02-19 10:00:14,2017-02-19 12:00:14,592011.3705,6539196.398,00:30:05,11.28996585,11.28996585,,,,,,
32208,19.02.2017,10:30:10,19.02.2017,12:30:10,58.9819262,25.6002106,95.7,39790,2017-02-19 10:30:10,2017-02-19 12:30:10,592007.2076,6539199.954,00:29:56,5.474465414,5.474465414,,,,,,
32215,19.02.2017,11:00:19,19.02.2017,13:00:19,58.981936,25.6002734,100.88,39790,2017-02-19 11:00:19,2017-02-19 13:00:19,592010.7917,6539201.131,00:30:09,3.772534671,3.772534671,,,,,,
32221,19.02.2017,11:30:17,19.02.2017,13:30:17,58.9819568,25.6002959,99.48,39790,2017-02-19 11:30:17,2017-02-19 13:30:17,592012.0298,6539203.478,00:29:58,2.653659083,2.653659083,,,,,,
32231,19.02.2017,12:00:05,19.02.2017,14:00:05,58.9819142,25.600274,101.17,39790,2017-02-19 12:00:05,2017-02-19 14:00:05,592010.8841,6539198.704,00:29:48,4.90942703,4.90942703,,,,,,
32246,19.02.2017,12:30:11,19.02.2017,14:30:11,58.9819982,25.6002871,100.21,39790,2017-02-19 12:30:11,2017-02-19 14:30:11,592011.4139,6539208.076,00:30:06,9.386945343,9.386945343,,,,,,
32253,19.02.2017,13:00:30,19.02.2017,15:00:30,58.9821595,25.6006481,99.91,39790,2017-02-19 13:00:30,2017-02-19 15:00:30,592031.7377,6539226.533,00:30:19,27.4539672,27.4539672,,,,,,
32264,19.02.2017,13:30:22,19.02.2017,15:30:22,58.98187,25.6004861,106.47,39790,2017-02-19 13:30:22,2017-02-19 15:30:22,592023.1943,6539194.073,00:29:52,33.56563122,33.56563122,,,,,,
32266,19.02.2017,14:00:48,19.02.2017,16:00:48,58.9817316,25.6006135,100.56,39790,2017-02-19 14:00:48,2017-02-19 16:00:48,592030.8859,6539178.836,00:30:26,17.06833215,17.06833215,,,,,,
32277,19.02.2017,14:30:09,19.02.2017,16:30:09,58.9816815,25.6005364,95.76,39790,2017-02-19 14:30:09,2017-02-19 16:30:09,592026.5868,6539173.151,00:29:21,7.127308846,7.127308846,,,,,,
32284,19.02.2017,15:00:10,19.02.2017,17:00:10,58.9817003,25.6005452,106.16,39790,2017-02-19 15:00:10,2017-02-19 17:00:10,592027.0428,6539175.257,00:30:01,2.154383103,2.154383103,,,,,,
32298,19.02.2017,15:30:09,19.02.2017,17:30:09,58.9815933,25.6007108,101.66,39790,2017-02-19 15:30:09,2017-02-19 17:30:09,592036.8469,6539163.569,00:29:59,15.25552092,15.25552092,,,,,,
32305,19.02.2017,16:00:21,19.02.2017,18:00:21,58.9816287,25.6000643,101.62,39790,2017-02-19 16:00:21,2017-02-19 18:00:21,591999.5878,6539166.624,00:30:12,37.38417241,37.38417241,,,,,,
32316,19.02.2017,16:30:17,19.02.2017,18:30:17,58.9818068,25.5999035,100.2,39790,2017-02-19 16:30:17,2017-02-19 18:30:17,591989.8708,6539186.236,00:29:56,21.88738515,21.88738515,,,,,,
32327,19.02.2017,17:00:30,19.02.2017,19:00:30,58.9819536,25.5992612,97.36,39790,2017-02-19 17:00:30,2017-02-19 19:00:30,591952.5576,6539201.703,00:30:13,40.39174063,40.39174063,,,,,,
32330,19.02.2017,17:30:17,19.02.2017,19:30:17,58.981961,25.5994412,106.2,39790,2017-02-19 17:30:17,2017-02-19 19:30:17,591962.8854,6539202.774,00:29:47,10.38319077,10.38319077,,,,,,
32338,19.02.2017,18:00:09,19.02.2017,20:00:09,58.9819756,25.5994092,102.89,39790,2017-02-19 18:00:09,2017-02-19 20:00:09,591961.0071,6539204.356,00:29:52,2.455739352,2.455739352,,,,,,
