id,abbr,VertexX,VertexY
4,CA,25,206
4,CA,24,212
4,CA,23,216
4,CA,25,220
4,CA,28,224
4,CA,30,229
4,CA,31,233
4,CA,31,236
4,CA,31,237
4,CA,31,239
4,CA,36,245
4,CA,36,248
4,CA,35,250
4,CA,34,252
4,CA,35,260
4,CA,37,264
4,CA,39,266
4,CA,41,267
4,CA,42,270
4,CA,41,273
4,CA,39,275
4,CA,38,275
4,CA,37,279
4,CA,38,281
4,CA,41,286
4,CA,42,291
4,CA,44,296
4,CA,45,299
4,CA,49,305
4,CA,50,307
4,CA,51,310
4,CA,52,311
4,CA,52,314
4,CA,51,316
4,CA,50,323
4,CA,49,325
4,CA,52,327
4,CA,56,328
4,CA,60,330
4,CA,64,332
4,CA,67,332
4,CA,70,335
4,CA,73,340
4,CA,74,342
4,CA,78,344
4,CA,82,345
4,CA,84,347
4,CA,85,350
4,CA,83,351
4,CA,83,352
4,CA,87,353
4,CA,89,353
4,CA,93,351
4,CA,96,355
4,CA,97,358
4,CA,100,362
4,CA,100,365
4,CA,100,374
4,CA,101,376
4,CA,111,378
4,CA,130,380
4,CA,144,382
5,CO,380,320
5,CO,384,234
5,CO,271,221
5,CO,259,309
5,CO,380,320
6,CT,874,178
6,CT,870,163
6,CT,865,164
6,CT,844,169
6,CT,845,172
6,CT,846,180
6,CT,847,189
6,CT,845,191
6,CT,847,193
6,CT,852,189
6,CT,855,186
6,CT,857,183
6,CT,858,184
6,CT,861,183
6,CT,866,182
6,CT,874,178
7,DE,825,228
7,DE,825,226
7,DE,826,224
7,DE,824,224
7,DE,823,225
7,DE,820,227
7,DE,822,232
7,DE,824,237
7,DE,827,247
7,DE,828,253
7,DE,833,253
7,DE,839,252
7,DE,837,245
7,DE,836,245
7,DE,832,243
7,DE,831,238
7,DE,829,234
7,DE,826,231
7,DE,825,229
7,DE,825,228
8,FL,759,439
8,FL,762,446
8,FL,765,456
8,FL,771,465
8,FL,774,471
8,FL,779,477
8,FL,783,481
8,FL,785,484
8,FL,784,485
8,FL,783,486
8,FL,786,494
8,FL,789,496
8,FL,791,502
8,FL,795,508
8,FL,799,516
8,FL,801,523
8,FL,801,535
8,FL,802,537
8,FL,802,541
8,FL,799,542
8,FL,799,544
8,FL,799,546
8,FL,799,548
8,FL,800,550
8,FL,797,553
8,FL,794,555
8,FL,790,555
8,FL,788,557
8,FL,786,558
8,FL,785,557
8,FL,784,556
8,FL,783,553
8,FL,782,550
8,FL,779,545
8,FL,775,542
8,FL,772,542
8,FL,771,543
8,FL,768,539
8,FL,767,535
8,FL,765,531
8,FL,763,530
8,FL,761,532
8,FL,759,532
8,FL,757,527
8,FL,754,523
8,FL,751,518
8,FL,749,515
8,FL,745,511
8,FL,747,509
8,FL,751,503
8,FL,750,501
8,FL,746,500
8,FL,744,501
8,FL,745,502
8,FL,747,503
8,FL,746,507
8,FL,745,508
8,FL,743,504
8,FL,742,499
8,FL,742,496
8,FL,743,491
8,FL,743,482
8,FL,740,478
8,FL,739,475
8,FL,733,474
8,FL,732,473
8,FL,730,471
8,FL,727,469
8,FL,725,466
8,FL,723,465
8,FL,720,461
8,FL,716,459
8,FL,713,458
8,FL,711,458
8,FL,706,459
8,FL,706,461
8,FL,707,462
8,FL,707,463
8,FL,704,463
8,FL,700,466
8,FL,696,468
8,FL,692,468
8,FL,689,469
8,FL,689,467
8,FL,687,465
8,FL,684,464
8,FL,683,462
8,FL,675,458
8,FL,667,457
8,FL,663,457
8,FL,657,458
8,FL,651,460
8,FL,647,460
8,FL,647,452
8,FL,644,450
8,FL,643,449
8,FL,643,446
8,FL,653,444
8,FL,679,441
8,FL,685,441
8,FL,691,441
8,FL,693,445
8,FL,695,446
8,FL,703,447
8,FL,714,446
8,FL,735,445
8,FL,741,444
8,FL,746,444
8,FL,746,447
8,FL,749,448
8,FL,749,443
8,FL,747,439
8,FL,749,438
8,FL,754,438
8,FL,759,439
9,GA,672,355
9,GA,672,357
9,GA,672,359
9,GA,673,363
9,GA,676,371
9,GA,678,381
9,GA,680,387
9,GA,681,392
9,GA,683,398
9,GA,685,405
9,GA,688,408
9,GA,688,412
9,GA,690,412
9,GA,690,414
9,GA,688,419
9,GA,688,423
9,GA,688,424
9,GA,689,429
9,GA,690,434
9,GA,689,437
9,GA,690,437
9,GA,691,438
9,GA,691,441
9,GA,693,445
9,GA,696,447
9,GA,704,447
9,GA,714,446
9,GA,736,445
9,GA,741,445
9,GA,746,445
9,GA,746,447
9,GA,749,448
9,GA,749,444
9,GA,747,439
9,GA,749,438
9,GA,754,439
9,GA,759,439
9,GA,759,433
9,GA,761,423
9,GA,762,418
9,GA,762,416
9,GA,765,410
9,GA,765,408
9,GA,763,409
9,GA,760,408
9,GA,760,405
9,GA,758,402
9,GA,756,400
9,GA,753,399
9,GA,752,394
9,GA,749,388
9,GA,745,386
9,GA,743,384
9,GA,741,382
9,GA,739,380
9,GA,737,378
9,GA,735,375
9,GA,732,373
9,GA,727,371
9,GA,727,370
9,GA,724,367
9,GA,724,366
9,GA,720,361
9,GA,717,361
9,GA,713,358
9,GA,712,357
9,GA,711,355
9,GA,712,353
9,GA,714,352
9,GA,714,350
9,GA,672,355
10,HI,233,519
10,HI,235,515
10,HI,237,515
10,HI,237,516
10,HI,235,519
10,HI,233,519
11,HI,243,515
11,HI,249,518
11,HI,251,517
11,HI,253,513
11,HI,252,510
11,HI,248,510
11,HI,244,511
11,HI,243,515
12,HI,273,525
12,HI,277,531
12,HI,280,530
12,HI,281,530
12,HI,282,531
12,HI,286,531
12,HI,287,529
12,HI,284,528
12,HI,282,524
12,HI,280,520
12,HI,274,523
12,HI,273,525
13,HI,294,534
13,HI,295,532
13,HI,300,533
13,HI,300,533
13,HI,306,533
13,HI,306,534
13,HI,304,536
13,HI,299,536
13,HI,294,534
14,HI,299,539
14,HI,301,543
14,HI,304,542
14,HI,304,540
14,HI,303,538
14,HI,299,538
14,HI,299,539
15,HI,306,538
15,HI,308,535
15,HI,313,538
15,HI,317,539
15,HI,322,541
15,HI,322,543
15,HI,318,545
15,HI,313,546
15,HI,311,545
15,HI,306,538
16,HI,323,554
16,HI,324,552
16,HI,328,554
16,HI,335,557
16,HI,339,560
16,HI,340,562
16,HI,342,566
16,HI,346,569
16,HI,346,570
16,HI,342,573
16,HI,338,575
16,HI,336,574
16,HI,333,576
16,HI,331,579
16,HI,329,582
16,HI,327,582
16,HI,323,579
16,HI,323,575
16,HI,324,572
16,HI,322,567
16,HI,320,565
16,HI,320,562
16,HI,322,561
16,HI,324,558
16,HI,325,557
16,HI,323,556
16,HI,323,554
17,ID,148,176
17,ID,157,141
17,ID,158,137
17,ID,161,131
17,ID,159,128
17,ID,157,128
17,ID,156,127
17,ID,157,126
17,ID,157,123
17,ID,161,118
17,ID,163,117
17,ID,164,116
17,ID,165,113
17,ID,166,112
17,ID,170,106
17,ID,174,102
17,ID,174,98
17,ID,170,96
17,ID,169,91
17,ID,182,28
17,ID,196,30
17,ID,192,52
17,ID,195,59
17,ID,194,64
17,ID,196,69
17,ID,199,70
17,ID,202,79
17,ID,206,84
17,ID,206,85
17,ID,210,86
17,ID,210,88
17,ID,203,106
17,ID,203,108
17,ID,206,111
17,ID,207,111
17,ID,212,108
17,ID,212,107
17,ID,214,108
17,ID,213,113
17,ID,216,126
17,ID,220,129
17,ID,222,131
17,ID,221,135
17,ID,222,138
17,ID,223,139
17,ID,226,137
17,ID,229,137
17,ID,231,138
17,ID,234,138
17,ID,238,137
17,ID,242,139
17,ID,245,139
17,ID,245,136
17,ID,248,135
17,ID,249,136
17,ID,250,139
17,ID,251,141
17,ID,243,194
17,ID,243,194
17,ID,155,177
17,ID,148,176
18,IL,619,300
18,IL,619,297
18,IL,620,292
18,IL,622,289
18,IL,624,285
18,IL,626,281
18,IL,626,276
18,IL,624,272
18,IL,624,269
18,IL,624,264
18,IL,623,256
18,IL,622,241
18,IL,621,226
18,IL,620,214
18,IL,620,213
18,IL,619,210
18,IL,618,207
18,IL,616,205
18,IL,615,202
18,IL,615,197
18,IL,569,199
18,IL,569,202
18,IL,571,203
18,IL,572,204
18,IL,573,206
18,IL,576,209
18,IL,577,211
18,IL,576,215
18,IL,575,218
18,IL,574,221
18,IL,572,223
18,IL,570,223
18,IL,565,225
18,IL,564,227
18,IL,563,229
18,IL,564,230
18,IL,566,232
18,IL,566,236
18,IL,564,237
18,IL,563,239
18,IL,563,242
18,IL,561,242
18,IL,560,243
18,IL,559,245
18,IL,560,247
18,IL,558,248
18,IL,557,251
18,IL,557,254
18,IL,560,262
18,IL,567,269
18,IL,572,273
18,IL,572,277
18,IL,573,279
18,IL,579,279
18,IL,582,280
18,IL,582,284
18,IL,579,290
18,IL,579,293
18,IL,581,297
18,IL,587,302
18,IL,592,303
18,IL,594,308
18,IL,596,311
18,IL,595,314
18,IL,597,318
18,IL,598,321
18,IL,600,320
18,IL,601,318
18,IL,603,316
18,IL,605,315
18,IL,608,316
18,IL,611,318
18,IL,613,317
18,IL,613,315
18,IL,611,313
18,IL,612,310
18,IL,614,309
18,IL,617,308
18,IL,618,308
18,IL,617,306
18,IL,616,304
18,IL,618,303
18,IL,619,300
19,IN,619,299
19,IN,619,297
19,IN,620,292
19,IN,622,289
19,IN,624,285
19,IN,626,281
19,IN,626,275
19,IN,624,273
19,IN,624,269
19,IN,624,264
19,IN,624,257
19,IN,623,241
19,IN,621,225
19,IN,620,214
19,IN,623,215
19,IN,625,216
19,IN,626,215
19,IN,628,213
19,IN,631,212
19,IN,636,212
19,IN,658,209
19,IN,664,209
19,IN,665,225
19,IN,669,262
19,IN,670,267
19,IN,670,270
19,IN,671,271
19,IN,671,273
19,IN,668,274
19,IN,665,276
19,IN,662,276
19,IN,661,281
19,IN,657,285
19,IN,654,289
19,IN,654,291
19,IN,653,293
19,IN,650,293
19,IN,649,291
19,IN,646,292
19,IN,643,294
19,IN,644,297
19,IN,642,297
19,IN,642,296
19,IN,640,295
19,IN,636,296
19,IN,635,299
19,IN,633,298
19,IN,632,296
19,IN,628,297
19,IN,622,298
19,IN,619,299
20,IA,569,199
20,IA,569,202
20,IA,571,202
20,IA,572,204
20,IA,573,206
20,IA,576,209
20,IA,577,211
20,IA,576,215
20,IA,575,218
20,IA,574,221
20,IA,572,222
20,IA,570,223
20,IA,565,225
20,IA,563,229
20,IA,564,230
20,IA,566,232
20,IA,565,236
20,IA,564,237
20,IA,563,239
20,IA,563,242
20,IA,561,242
20,IA,560,243
20,IA,559,245
20,IA,560,247
20,IA,558,248
20,IA,556,245
20,IA,554,242
20,IA,489,245
20,IA,488,245
20,IA,486,240
20,IA,485,234
20,IA,484,230
20,IA,483,224
20,IA,481,221
20,IA,480,216
20,IA,477,208
20,IA,476,203
20,IA,475,201
20,IA,473,198
20,IA,475,193
20,IA,476,187
20,IA,474,185
20,IA,473,183
20,IA,474,180
20,IA,476,180
20,IA,558,179
20,IA,559,183
20,IA,561,185
20,IA,562,186
20,IA,560,189
20,IA,560,193
20,IA,562,196
20,IA,565,198
20,IA,568,198
20,IA,569,199
21,KS,507,324
21,KS,495,324
21,KS,449,324
21,KS,404,322
21,KS,379,320
21,KS,383,256
21,KS,405,256
21,KS,446,257
21,KS,490,258
21,KS,495,258
21,KS,497,260
21,KS,499,260
21,KS,501,261
21,KS,501,264
21,KS,499,266
21,KS,499,268
21,KS,501,272
21,KS,504,275
21,KS,506,277
21,KS,507,288
21,KS,507,324
22,KY,725,295
22,KY,723,297
22,KY,720,301
22,KY,715,307
22,KY,713,308
22,KY,713,310
22,KY,709,313
22,KY,703,316
22,KY,696,318
22,KY,644,323
22,KY,629,324
22,KY,624,325
22,KY,620,325
22,KY,620,329
22,KY,612,329
22,KY,605,330
22,KY,597,330
22,KY,598,329
22,KY,600,327
22,KY,601,324
22,KY,602,322
22,KY,600,319
22,KY,601,318
22,KY,603,316
22,KY,605,315
22,KY,608,316
22,KY,611,318
22,KY,613,317
22,KY,613,315
22,KY,611,313
22,KY,612,310
22,KY,614,309
22,KY,616,308
22,KY,618,308
22,KY,617,306
22,KY,616,304
22,KY,618,303
22,KY,618,303
22,KY,619,299
22,KY,619,299
22,KY,622,298
22,KY,628,297
22,KY,632,296
22,KY,633,298
22,KY,635,299
22,KY,637,296
22,KY,640,295
22,KY,642,296
22,KY,642,297
22,KY,644,297
22,KY,643,294
22,KY,646,292
22,KY,649,291
22,KY,650,293
22,KY,653,293
22,KY,654,291
22,KY,654,289
22,KY,656,285
22,KY,661,281
22,KY,662,276
22,KY,665,276
22,KY,668,274
22,KY,671,273
22,KY,671,271
22,KY,670,270
22,KY,670,267
22,KY,674,267
22,KY,677,266
22,KY,680,267
22,KY,682,272
22,KY,687,272
22,KY,689,274
22,KY,691,274
22,KY,693,272
22,KY,699,273
22,KY,701,273
22,KY,703,271
22,KY,706,270
22,KY,707,269
22,KY,708,272
22,KY,710,273
22,KY,713,275
22,KY,713,281
22,KY,714,282
22,KY,716,284
22,KY,717,286
22,KY,721,289
22,KY,723,293
22,KY,725,295
23,LA,607,459
23,LA,604,455
23,LA,605,450
23,LA,605,449
23,LA,595,450
23,LA,570,451
23,LA,570,448
23,LA,570,440
23,LA,574,434
23,LA,579,425
23,LA,578,423
23,LA,579,422
23,LA,580,420
23,LA,578,418
23,LA,578,416
23,LA,576,412
23,LA,576,405
23,LA,520,406
23,LA,520,416
23,LA,521,425
23,LA,522,429
23,LA,524,433
23,LA,525,438
23,LA,529,444
23,LA,530,447
23,LA,530,448
23,LA,530,456
23,LA,527,461
23,LA,528,463
23,LA,527,466
23,LA,527,473
23,LA,525,476
23,LA,526,480
23,LA,530,478
23,LA,542,479
23,LA,553,482
23,LA,559,483
23,LA,563,482
23,LA,566,483
23,LA,569,484
23,LA,570,482
23,LA,567,481
23,LA,564,481
23,LA,562,479
23,LA,562,479
23,LA,562,478
23,LA,562,478
23,LA,563,478
23,LA,565,477
23,LA,565,477
23,LA,567,479
23,LA,569,478
23,LA,572,478
23,LA,574,481
23,LA,574,483
23,LA,579,483
23,LA,580,485
23,LA,579,487
23,LA,578,487
23,LA,580,489
23,LA,588,493
