id,postal_code,top_category,raw_visitor_counts_mean,raw_visitor_counts_sum,raw_visitor_counts_median,placekey,est_year,zip_pop,raw_visitor_counts_mean_norm,raw_visitor_counts_sum_norm,raw_visitor_counts_median_norm,date,zipcode_ID
103,92113,Restaurants and Other Eating Places,95.70689655172414,11102,63.5,124,2019,48730,0.001964024144299695,0.22782680073876466,0.0013030987071619125,2021-05-01,12
104,92113,Restaurants and Other Eating Places,97.82758620689656,11348,62.0,124,2019,48730,0.002007543324582322,0.23287502565154936,0.0012723168479376154,2021-06-01,12
105,92113,Restaurants and Other Eating Places,101.14754098360656,12340,63.5,124,2019,48730,0.002075672911627469,0.2532320952185512,0.0013030987071619125,2021-07-01,12
106,92113,Restaurants and Other Eating Places,105.09836065573772,12822,64.5,124,2019,48730,0.002156748628272885,0.263123332649292,0.0013236199466447776,2021-08-01,12
107,92113,Restaurants and Other Eating Places,99.64754098360656,12157,61.0,124,2019,48730,0.0020448910524031717,0.2494767083931869,0.0012517956084547508,2021-09-01,12
108,92114,Restaurants and Other Eating Places,70.96774193548387,2200,39.0,32,2019,58084,0.0012218122363384732,0.03787617932649267,0.0006714413607878246,2021-01-01,13
109,92114,Restaurants and Other Eating Places,69.29032258064517,2148,40.0,32,2019,58084,0.0011929330380250187,0.03698092417877557,0.0006886578059362303,2021-02-01,13
110,92114,Restaurants and Other Eating Places,77.90322580645163,2415,54.0,32,2019,58084,0.001341216613980642,0.0415777150333999,0.0009296880380139107,2021-03-01,13
111,92114,Restaurants and Other Eating Places,80.96774193548387,2510,51.0,32,2019,58084,0.0013939766878225304,0.04321327732249845,0.0008780387025686938,2021-04-01,13
112,92114,Restaurants and Other Eating Places,87.77419354838709,2721,51.0,32,2019,58084,0.001511159588671357,0.04684594724881207,0.0008780387025686938,2021-05-01,13
113,92114,Restaurants and Other Eating Places,88.06451612903227,2730,67.0,32,2019,58084,0.001516157911456378,0.047000895255147716,0.0011535018249431855,2021-06-01,13
114,92114,Restaurants and Other Eating Places,97.40625,3117,76.0,32,2019,58084,0.0016769893602368985,0.053663659527580745,0.0013084498312788376,2021-07-01,13
115,92114,Restaurants and Other Eating Places,101.625,3252,62.5,32,2019,58084,0.001749621238206735,0.05598787962261552,0.0010760278217753598,2021-08-01,13
116,92114,Restaurants and Other Eating Places,107.8125,3450,80.0,32,2019,58084,0.001856147992562496,0.059396735761999865,0.0013773156118724605,2021-09-01,13
117,92115,Restaurants and Other Eating Places,71.69444444444444,12905,50.5,194,2019,61845,0.0011592601575623651,0.2086668283612257,0.0008165575228393562,2021-01-01,14
118,92115,Restaurants and Other Eating Places,76.48618784530387,13844,58.0,194,2019,61845,0.0012367400411561788,0.22384994744926834,0.0009378284420729242,2021-02-01,14
119,92115,Restaurants and Other Eating Places,89.79347826086956,16522,65.0,194,2019,61845,0.001451911686650005,0.2671517503436009,0.0010510146333575878,2021-03-01,14
120,92115,Restaurants and Other Eating Places,93.56830601092895,17123,66.0,194,2019,61845,0.0015129485974764165,0.2768695933381842,0.0010671840892553966,2021-04-01,14
121,92115,Restaurants and Other Eating Places,96.489010989011,17561,70.5,194,2019,61845,0.001560174807810025,0.2839518150214245,0.0011399466407955373,2021-05-01,14
122,92115,Restaurants and Other Eating Places,89.04972375690608,16118,68.0,194,2019,61845,0.0014398855809993707,0.2606192901608861,0.0010995230010510146,2021-06-01,14
123,92115,Restaurants and Other Eating Places,94.56906077348066,17117,72.0,194,2019,61845,0.0015291302574740185,0.2767725766027973,0.0011642008246422508,2021-07-01,14
124,92115,Restaurants and Other Eating Places,134.7292817679558,24386,92.0,194,2019,61845,0.0021784991796904487,0.3943083515239712,0.0014875899425984315,2021-08-01,14
125,92115,Restaurants and Other Eating Places,128.9784946236559,23990,89.0,194,2019,61845,0.0020855120805830045,0.3879052469884388,0.0014390815749050045,2021-09-01,14
126,92116,Restaurants and Other Eating Places,27.62121212121212,1823,27.0,69,2019,37200,0.0007425057021831215,0.04900537634408602,0.0007258064516129032,2021-01-01,15
127,92116,Restaurants and Other Eating Places,34.6,2249,30.0,69,2019,37200,0.0009301075268817203,0.06045698924731184,0.0008064516129032258,2021-02-01,15
128,92116,Restaurants and Other Eating Places,39.06060606060606,2578,34.5,69,2019,37200,0.0010500162919517759,0.06930107526881721,0.0009274193548387096,2021-03-01,15
129,92116,Restaurants and Other Eating Places,43.830769230769214,2849,31.0,69,2019,37200,0.0011782464846980974,0.07658602150537634,0.0008333333333333334,2021-04-01,15
130,92116,Restaurants and Other Eating Places,48.28787878787879,3187,42.0,69,2019,37200,0.0012980612577386768,0.0856720430107527,0.0011290322580645162,2021-05-01,15
131,92116,Restaurants and Other Eating Places,47.41538461538462,3082,41.0,69,2019,37200,0.0012746071133167907,0.0828494623655914,0.0011021505376344089,2021-06-01,15
132,92116,Restaurants and Other Eating Places,49.720588235294116,3381,39.0,69,2019,37200,0.0013365749525616698,0.09088709677419354,0.0010483870967741935,2021-07-01,15
133,92116,Restaurants and Other Eating Places,50.54411764705882,3437,44.0,69,2019,37200,0.0013587128399746994,0.09239247311827957,0.0011827956989247312,2021-08-01,15
134,92116,Restaurants and Other Eating Places,45.602941176470594,3101,36.0,69,2019,37200,0.0012258855154965212,0.08336021505376344,0.0009677419354838713,2021-09-01,15
135,92117,Restaurants and Other Eating Places,85.55421686746988,7101,51.0,85,2019,52290,0.0016361487257117973,0.13580034423407916,0.0009753298909925416,2021-01-01,16
136,92117,Restaurants and Other Eating Places,90.855421686747,7541,66.0,85,2019,52290,0.0017375295790160068,0.14421495505832854,0.0012621916236374069,2021-02-01,16
137,92117,Restaurants and Other Eating Places,111.86746987951807,9285,86.0,85,2019,52290,0.0021393664157490547,0.17756741250717153,0.0016446739338305605,2021-03-01,16
138,92117,Restaurants and Other Eating Places,120.04819277108429,9964,89.0,85,2019,52290,0.0022958155052798693,0.1905526869382291,0.0017020462803595336,2021-04-01,16
